time,date,subj,trial,game_id,cellorder,upper_left,upper_right,lower_left,lower_right,pressedkey,chosen_cells,play
1353947723.496,"2012-11-26 16:35:29",002848,54,1144,0123,"[50, 50]","[20, 30]","[30, 20]","[60, 60]",right,"1,3",NULL
1353947729.995,"2012-11-26 16:35:37",002848,55,1092,1032,"[40, 30]","[50, 50]","[20, 20]","[30, 40]",right,"0,2",NULL
1353947737.16,"2012-11-26 16:35:44",002848,56,2154,0123,"[70, 70]","[60, 10]","[10, 60]","[40, 40]",left,"0,2",NULL
1353947744.284,"2012-11-26 16:35:50",002848,57,2122,1032,"[60, 50]","[90, 90]","[40, 40]","[50, 60]",right,"0,2",NULL
1353947750.093,"2012-11-26 16:36:07",002848,58,3011,1032,"[60, 30]","[50, 50]","[40, 40]","[30, 60]",left,"1,3",NULL
1353947767.163,"2012-11-26 16:36:20",002848,59,1073,3210,"[0, 0]","[30, 60]","[60, 30]","[50, 50]",left,"3,1",NULL
1353947780.893,"2012-11-26 16:37:29",002848,60,3144,0123,"[90, 90]","[60, 30]","[30, 60]","[60, 60]",left,"0,2",NULL
1353947849.555,"2012-11-26 16:37:37",002848,61,1063,3210,"[0, 0]","[30, 80]","[80, 30]","[50, 50]",right,"2,0",NULL
1353947857.33,"2012-11-26 16:37:49",002848,62,1011,0123,"[50, 50]","[60, 30]","[30, 60]","[40, 40]",right,"1,3",NULL
1353947869.21,"2012-11-26 16:38:03",002848,63,2063,2301,"[70, 60]","[40, 40]","[30, 30]","[60, 70]",right,"3,1",NULL
1353949943.676,"2012-11-26 17:14:09",003080,0,2011,1032,"[60, 30]","[50, 50]","[40, 40]","[30, 60]",down,"3,2",NULL
1353950049.463,"2012-11-26 17:14:14",003080,1,3073,0123,"[50, 50]","[60, 30]","[30, 60]","[0, 0]",up,"0,1",NULL
1353950054.826,"2012-11-26 17:14:19",003080,2,3021,3210,"[60, 60]","[30, 60]","[60, 30]","[50, 50]",up,"3,2",NULL
1353950059.775,"2012-11-26 17:14:33",003080,3,1021,0123,"[50, 50]","[60, 30]","[30, 60]","[60, 60]",down,"2,3",NULL
1353950074.03,"2012-11-26 17:14:42",003080,4,1122,2301,"[30, 20]","[20, 20]","[50, 50]","[20, 30]",down,"0,1",NULL
1353950082.804,"2012-11-26 17:14:50",003080,5,4092,3210,"[40, 40]","[50, 40]","[40, 50]","[50, 50]",down,"1,0",NULL
1353950090.595,"2012-11-26 17:15:05",003080,6,1164,0123,"[50, 50]","[40, 30]","[30, 40]","[40, 40]",up,"0,1",NULL
1353950105.401,"2012-11-26 17:15:20",003080,7,3154,3210,"[60, 60]","[30, 60]","[60, 30]","[70, 70]",up,"3,2",NULL
1353950120.448,"2012-11-26 17:15:37",003080,8,4134,1032,"[20, 30]","[50, 50]","[40, 40]","[30, 20]",up,"1,0",NULL
1353950137.695,"2012-11-26 17:15:56",003080,9,4154,3210,"[40, 40]","[10, 40]","[40, 10]","[50, 50]",up,"3,2",NULL
1353950156.482,"2012-11-26 17:17:27",003080,10,4102,1032,"[40, 70]","[50, 50]","[40, 40]","[70, 40]",up,"1,0",NULL
1353950247.857,"2012-11-26 17:17:39",003080,11,4112,1032,"[20, 70]","[50, 50]","[40, 40]","[70, 20]",up,"1,0",NULL
1353950259.413,"2012-11-26 17:18:04",003080,12,1073,2301,"[30, 60]","[0, 0]","[50, 50]","[60, 30]",up,"2,3",NULL
1353950285.026,"2012-11-26 17:18:31",003080,13,1053,1032,"[80, 30]","[50, 50]","[20, 20]","[30, 80]",down,"3,2",NULL
1353950311.854,"2012-11-26 17:18:47",003080,14,1063,1032,"[80, 30]","[50, 50]","[0, 0]","[30, 80]",down,"3,2",NULL
1353950327.668,"2012-11-26 17:19:05",003080,15,1144,0123,"[50, 50]","[20, 30]","[30, 20]","[60, 60]",up,"0,1",NULL
1353950345.472,"2012-11-26 17:19:20",003080,16,2063,2301,"[70, 60]","[40, 40]","[30, 30]","[60, 70]",down,"0,1",NULL
1353950360.394,"2012-11-26 17:19:31",003080,17,4083,3210,"[40, 40]","[50, 60]","[60, 50]","[50, 50]",up,"3,2",NULL
1353950371.642,"2012-11-26 17:19:42",003080,18,3011,1032,"[60, 30]","[50, 50]","[40, 40]","[30, 60]",down,"3,2",NULL
1353950382.64,"2012-11-26 17:19:50",003080,19,1011,3210,"[40, 40]","[30, 60]","[60, 30]","[50, 50]",up,"3,2",NULL
1353950390.748,"2012-11-26 17:20:49",003080,20,3053,2301,"[30, 60]","[20, 20]","[30, 30]","[60, 30]",up,"2,3",NULL
1353950449.754,"2012-11-26 17:21:24",003080,21,1041,2301,"[30, 80]","[40, 40]","[50, 50]","[80, 30]",up,"2,3",NULL
1353950484.627,"2012-11-26 17:21:35",003080,22,1092,3210,"[20, 20]","[30, 40]","[40, 30]","[50, 50]",down,"1,0",NULL
1353950495.842,"2012-11-26 17:21:46",003080,23,3122,1032,"[60, 30]","[90, 90]","[20, 20]","[30, 60]",up,"1,0",NULL
1353950506.509,"2012-11-26 17:21:57",003080,24,1112,2301,"[30, 20]","[0, 0]","[50, 50]","[20, 30]",down,"0,1",NULL
1353950517.541,"2012-11-26 17:22:12",003080,25,4011,3210,"[40, 40]","[30, 60]","[60, 30]","[50, 50]",up,"3,2",NULL
1353950532.447,"2012-11-26 17:22:19",003080,26,4122,0123,"[50, 50]","[20, 50]","[50, 20]","[40, 40]",up,"0,1",NULL
1353950539.929,"2012-11-26 17:22:33",003080,27,1134,3210,"[40, 40]","[30, 20]","[20, 30]","[50, 50]",down,"1,0",NULL
1353950553.135,"2012-11-26 17:22:39",003080,28,2102,3210,"[40, 40]","[70, 60]","[60, 70]","[70, 70]",down,"1,0",NULL
1353950559.633,"2012-11-26 17:23:00",003080,29,4041,1032,"[80, 30]","[50, 50]","[40, 40]","[30, 80]",down,"3,2",NULL
1353950580.562,"2012-11-26 17:25:04",003080,30,4053,3210,"[40, 40]","[50, 80]","[80, 50]","[50, 50]",up,"3,2",NULL
1353950704.516,"2012-11-26 17:25:13",003080,31,2021,2301,"[10, 60]","[40, 40]","[50, 50]","[60, 10]",up,"2,3",NULL
1353950713.463,"2012-11-26 17:25:22",003080,32,2041,3210,"[40, 40]","[30, 60]","[60, 30]","[30, 30]",up,"3,2",NULL
1353950722.73,"2012-11-26 17:25:43",003080,33,2154,2301,"[10, 60]","[40, 40]","[70, 70]","[60, 10]",up,"2,3",NULL
1353950743.993,"2012-11-26 17:25:57",003080,34,3031,0123,"[30, 30]","[60, 30]","[30, 60]","[60, 60]",down,"2,3",NULL
1353950757.215,"2012-11-26 17:26:06",003080,35,2122,2301,"[50, 60]","[40, 40]","[90, 90]","[60, 50]",down,"0,1",NULL
1353950766.705,"2012-11-26 17:26:21",003080,36,3134,0123,"[90, 90]","[60, 30]","[30, 60]","[40, 40]",up,"0,1",NULL
1353950781.969,"2012-11-26 17:26:31",003080,37,2164,0123,"[70, 70]","[60, 30]","[30, 60]","[40, 40]",up,"0,1",NULL
1353950791.526,"2012-11-26 17:26:42",003080,38,4164,0123,"[50, 50]","[40, 30]","[30, 40]","[40, 40]",up,"0,1",NULL
1353950802.215,"2012-11-26 17:26:50",003080,39,4031,1032,"[80, 10]","[50, 50]","[40, 40]","[10, 80]",down,"3,2",NULL
1353950810.539,"2012-11-26 17:28:30",003080,40,3083,2301,"[30, 60]","[20, 20]","[50, 50]","[60, 30]",up,"2,3",NULL
1353950910.345,"2012-11-26 17:28:41",003080,41,1031,1032,"[80, 30]","[50, 50]","[60, 60]","[30, 80]",down,"3,2",NULL
1353950921.744,"2012-11-26 17:28:51",003080,42,1083,1032,"[60, 30]","[50, 50]","[20, 20]","[30, 60]",up,"1,0",NULL
1353950931.692,"2012-11-26 17:29:04",003080,43,4063,3210,"[40, 40]","[70, 80]","[80, 70]","[50, 50]",up,"3,2",NULL
1353950944.456,"2012-11-26 17:29:10",003080,44,3102,1032,"[60, 30]","[70, 70]","[0, 0]","[30, 60]",up,"1,0",NULL
1353950950.763,"2012-11-26 17:29:21",003080,45,2053,1032,"[60, 50]","[30, 30]","[40, 40]","[50, 60]",down,"3,2",NULL
1353950961.178,"2012-11-26 17:29:35",003080,46,2134,2301,"[30, 60]","[40, 40]","[90, 90]","[60, 30]",down,"0,1",NULL
1353950975.244,"2012-11-26 17:29:43",003080,47,2031,2301,"[10, 60]","[40, 40]","[30, 30]","[60, 10]",up,"2,3",NULL
1353950983.366,"2012-11-26 17:29:52",003080,48,2092,3210,"[40, 40]","[50, 60]","[60, 50]","[70, 70]",down,"1,0",NULL
1353950992.48,"2012-11-26 17:30:02",003080,49,1102,0123,"[50, 50]","[40, 30]","[30, 40]","[0, 0]",up,"0,1",NULL
1353951002.237,"2012-11-26 17:30:54",003080,50,4144,1032,"[20, 10]","[50, 50]","[40, 40]","[10, 20]",down,"3,2",NULL
1353951055.078,"2012-11-26 17:31:00",003080,51,3041,1032,"[60, 30]","[30, 30]","[40, 40]","[30, 60]",down,"3,2",NULL
1353951060.976,"2012-11-26 17:31:11",003080,52,3164,2301,"[30, 60]","[40, 40]","[70, 70]","[60, 30]",down,"0,1",NULL
1353951071.459,"2012-11-26 17:31:19",003080,53,1154,1032,"[40, 30]","[50, 50]","[60, 60]","[30, 40]",down,"3,2",NULL
1353951079.54,"2012-11-26 17:31:32",003080,54,3063,1032,"[60, 30]","[30, 30]","[0, 0]","[30, 60]",down,"3,2",NULL
1353951092.52,"2012-11-26 17:31:47",003080,55,4073,1032,"[60, 70]","[50, 50]","[40, 40]","[70, 60]",up,"1,0",NULL
1353951107.794,"2012-11-26 17:32:07",003080,56,4021,1032,"[60, 10]","[50, 50]","[40, 40]","[10, 60]",down,"3,2",NULL
1353951127.573,"2012-11-26 17:32:22",003080,57,2073,1032,"[60, 70]","[50, 50]","[40, 40]","[70, 60]",down,"3,2",NULL
1353951142.696,"2012-11-26 17:32:34",003080,58,2144,2301,"[10, 60]","[40, 40]","[90, 90]","[60, 10]",down,"0,1",NULL
1353951154.434,"2012-11-26 17:32:53",003080,59,2083,3210,"[40, 40]","[50, 60]","[60, 50]","[50, 50]",up,"3,2",NULL
1353951173.373,"2012-11-26 17:33:58",003080,60,3144,3210,"[60, 60]","[30, 60]","[60, 30]","[90, 90]",down,"1,0",NULL
1353951238.177,"2012-11-26 17:34:04",003080,61,3112,1032,"[60, 30]","[90, 90]","[0, 0]","[30, 60]",up,"1,0",NULL
1353951244.484,"2012-11-26 17:34:14",003080,62,3092,0123,"[70, 70]","[60, 30]","[30, 60]","[20, 20]",up,"0,1",NULL
1353951254.658,"2012-11-26 17:34:21",003080,63,2112,1032,"[60, 70]","[90, 90]","[40, 40]","[70, 60]",up,"1,0",NULL
1354008632.131,"2012-11-27 09:32:14",004536,0,3164,3210,"[40, 40]","[60, 30]","[30, 60]","[70, 70]",right,"2,0",NULL
1354008734.111,"2012-11-27 09:32:27",004536,1,4134,3210,"[40, 40]","[20, 30]","[30, 20]","[50, 50]",right,"2,0",NULL
1354008747.542,"2012-11-27 09:32:36",004536,2,3011,2301,"[60, 30]","[40, 40]","[50, 50]","[30, 60]",right,"3,1",NULL
1354008756.625,"2012-11-27 09:32:45",004536,3,1021,1032,"[30, 60]","[50, 50]","[60, 60]","[60, 30]",left,"1,3",NULL
1354008765.606,"2012-11-27 09:32:50",004536,4,1041,0123,"[50, 50]","[30, 80]","[80, 30]","[40, 40]",right,"1,3",NULL
1354008771.013,"2012-11-27 09:32:57",004536,5,2102,0123,"[70, 70]","[70, 60]","[60, 70]","[40, 40]",left,"0,2",NULL
1354014640.606,"2012-11-27 11:12:55",004128,0,1144,3210,"[60, 60]","[20, 30]","[30, 20]","[50, 50]",right,"2,0",NULL
1354014775.958,"2012-11-27 11:13:20",004128,1,2144,1032,"[10, 60]","[90, 90]","[40, 40]","[60, 10]",left,"1,3",NULL
1354014800.187,"2012-11-27 11:13:36",004128,2,3102,1032,"[30, 60]","[70, 70]","[0, 0]","[60, 30]",right,"0,2",NULL
1354014816.509,"2012-11-27 11:13:56",004128,3,1041,2301,"[80, 30]","[40, 40]","[50, 50]","[30, 80]",right,"3,1",NULL
1354014836.189,"2012-11-27 11:14:17",004128,4,1092,0123,"[50, 50]","[30, 40]","[40, 30]","[20, 20]",right,"1,3",NULL
1354014857.843,"2012-11-27 11:14:43",004128,5,2154,1032,"[10, 60]","[70, 70]","[40, 40]","[60, 10]",left,"1,3",NULL
1354014883.214,"2012-11-27 11:15:22",004128,6,4083,1032,"[50, 60]","[50, 50]","[40, 40]","[60, 50]",right,"0,2",NULL
1354014922.699,"2012-11-27 11:16:04",004128,7,1053,0123,"[50, 50]","[30, 80]","[80, 30]","[20, 20]",right,"1,3",NULL
1354014964.875,"2012-11-27 11:16:20",004128,8,2092,0123,"[70, 70]","[50, 60]","[60, 50]","[40, 40]",left,"0,2",NULL
1354014980.855,"2012-11-27 11:16:54",004128,9,3083,0123,"[50, 50]","[30, 60]","[60, 30]","[20, 20]",right,"1,3",NULL
1354015014.166,"2012-11-27 11:18:18",004128,10,4021,2301,"[60, 10]","[40, 40]","[50, 50]","[10, 60]",right,"3,1",NULL
1354015098.542,"2012-11-27 11:18:27",004128,11,1031,2301,"[80, 30]","[60, 60]","[50, 50]","[30, 80]",right,"3,1",NULL
1354015107.341,"2012-11-27 11:18:35",004128,12,2112,0123,"[90, 90]","[70, 60]","[60, 70]","[40, 40]",left,"0,2",NULL
1354015115.873,"2012-11-27 11:19:08",004128,13,1083,3210,"[20, 20]","[60, 30]","[30, 60]","[50, 50]",left,"3,1",NULL
1354015148.308,"2012-11-27 11:19:19",004128,14,4122,1032,"[50, 20]","[50, 50]","[40, 40]","[20, 50]",right,"0,2",NULL
1354015159.658,"2012-11-27 11:19:37",004128,15,4134,1032,"[30, 20]","[50, 50]","[40, 40]","[20, 30]",right,"0,2",NULL
1354015177.62,"2012-11-27 11:20:03",004128,16,3154,1032,"[30, 60]","[70, 70]","[60, 60]","[60, 30]",left,"1,3",NULL
1354015203.774,"2012-11-27 11:20:32",004128,17,4164,0123,"[50, 50]","[30, 40]","[40, 30]","[40, 40]",left,"0,2",NULL
1354015232.186,"2012-11-27 11:20:58",004128,18,3063,2301,"[60, 30]","[0, 0]","[30, 30]","[30, 60]",left,"2,0",NULL
1354015258.755,"2012-11-27 11:21:13",004128,19,3092,3210,"[20, 20]","[60, 30]","[30, 60]","[70, 70]",right,"2,0",NULL
1354015273.344,"2012-11-27 11:22:14",004128,20,4102,3210,"[40, 40]","[40, 70]","[70, 40]","[50, 50]",right,"2,0",NULL
1354015334.76,"2012-11-27 11:22:33",004128,21,2083,0123,"[50, 50]","[50, 60]","[60, 50]","[40, 40]",right,"1,3",NULL
1354015353.472,"2012-11-27 11:23:07",004128,22,1154,1032,"[30, 40]","[50, 50]","[60, 60]","[40, 30]",left,"1,3",NULL
1354015387.808,"2012-11-27 11:23:34",004128,23,1073,0123,"[50, 50]","[30, 60]","[60, 30]","[0, 0]",left,"0,2",NULL
1354015414.886,"2012-11-27 11:24:04",004128,24,4154,2301,"[40, 10]","[40, 40]","[50, 50]","[10, 40]",left,"2,0",NULL
1354015444.998,"2012-11-27 11:25:04",004128,25,3144,3210,"[60, 60]","[60, 30]","[30, 60]","[90, 90]",right,"2,0",NULL
1354015504.746,"2012-11-27 11:25:54",004128,26,2134,1032,"[30, 60]","[90, 90]","[40, 40]","[60, 30]",left,"1,3",NULL
1354015554.969,"2012-11-27 11:26:13",004128,27,1164,0123,"[50, 50]","[30, 40]","[40, 30]","[40, 40]",left,"0,2",NULL
1354015573.816,"2012-11-27 11:26:45",004128,28,1063,2301,"[80, 30]","[0, 0]","[50, 50]","[30, 80]",left,"2,0",NULL
1354015605.111,"2012-11-27 11:27:07",004128,29,1134,3210,"[40, 40]","[20, 30]","[30, 20]","[50, 50]",right,"2,0",NULL
1354015627.723,"2012-11-27 11:28:11",004128,30,1112,3210,"[0, 0]","[20, 30]","[30, 20]","[50, 50]",right,"2,0",NULL
1354015691.17,"2012-11-27 11:28:26",004128,31,4053,0123,"[50, 50]","[50, 80]","[80, 50]","[40, 40]",right,"1,3",NULL
1354015706.434,"2012-11-27 11:28:43",004128,32,2073,0123,"[50, 50]","[70, 60]","[60, 70]","[40, 40]",left,"0,2",NULL
1354015723.832,"2012-11-27 11:28:59",004128,33,4063,0123,"[50, 50]","[70, 80]","[80, 70]","[40, 40]",right,"1,3",NULL
1354015739.563,"2012-11-27 11:29:11",004128,34,3021,2301,"[60, 30]","[60, 60]","[50, 50]","[30, 60]",right,"3,1",NULL
1354015751.493,"2012-11-27 11:29:23",004128,35,2031,2301,"[60, 10]","[40, 40]","[30, 30]","[10, 60]",right,"3,1",NULL
1354015764.015,"2012-11-27 11:29:38",004128,36,1122,3210,"[20, 20]","[20, 30]","[30, 20]","[50, 50]",right,"2,0",NULL
1354015778.138,"2012-11-27 11:29:47",004128,37,3031,0123,"[30, 30]","[30, 60]","[60, 30]","[60, 60]",right,"1,3",NULL
1354015788.044,"2012-11-27 11:30:19",004128,38,4073,2301,"[60, 70]","[40, 40]","[50, 50]","[70, 60]",left,"2,0",NULL
1354015819.545,"2012-11-27 11:30:46",004128,39,3164,3210,"[40, 40]","[60, 30]","[30, 60]","[70, 70]",left,"3,1",NULL
1354015846.228,"2012-11-27 11:32:14",004128,40,2164,1032,"[30, 60]","[70, 70]","[40, 40]","[60, 30]",left,"1,3",NULL
1354015934.36,"2012-11-27 11:32:28",004128,41,2102,3210,"[40, 40]","[60, 70]","[70, 60]","[70, 70]",right,"2,0",NULL
1354015948.224,"2012-11-27 11:32:40",004128,42,3122,3210,"[20, 20]","[60, 30]","[30, 60]","[90, 90]",right,"2,0",NULL
1354015960.271,"2012-11-27 11:32:55",004128,43,4041,3210,"[40, 40]","[80, 30]","[30, 80]","[50, 50]",left,"3,1",NULL
1354015975.936,"2012-11-27 11:33:12",004128,44,2053,3210,"[40, 40]","[60, 50]","[50, 60]","[30, 30]",left,"3,1",NULL
1354015992.443,"2012-11-27 11:33:42",004128,45,2063,1032,"[70, 60]","[30, 30]","[40, 40]","[60, 70]",left,"1,3",NULL
1354016022.434,"2012-11-27 11:33:58",004128,46,1021,2301,"[60, 30]","[60, 60]","[50, 50]","[30, 60]",right,"3,1",NULL
1354016039.016,"2012-11-27 11:34:11",004128,47,2041,2301,"[60, 30]","[40, 40]","[30, 30]","[30, 60]",right,"3,1",NULL
1354016051.396,"2012-11-27 11:34:25",004128,48,4112,1032,"[70, 20]","[50, 50]","[40, 40]","[20, 70]",right,"0,2",NULL
1354016065.752,"2012-11-27 11:34:34",004128,49,2021,2301,"[60, 10]","[40, 40]","[50, 50]","[10, 60]",right,"3,1",NULL
1354016075.008,"2012-11-27 11:35:47",004128,50,4144,0123,"[50, 50]","[10, 20]","[20, 10]","[40, 40]",right,"1,3",NULL
1354016147.655,"2012-11-27 11:35:57",004128,51,4031,2301,"[80, 10]","[40, 40]","[50, 50]","[10, 80]",right,"3,1",NULL
1354016157.444,"2012-11-27 11:36:07",004128,52,2122,3210,"[40, 40]","[60, 50]","[50, 60]","[90, 90]",right,"2,0",NULL
1354016167.326,"2012-11-27 11:36:15",004128,53,1102,0123,"[50, 50]","[30, 40]","[40, 30]","[0, 0]",left,"0,2",NULL
1354016175.699,"2012-11-27 11:36:22",004128,54,4092,1032,"[50, 40]","[50, 50]","[40, 40]","[40, 50]",right,"0,2",NULL
1354016182.681,"2012-11-27 11:36:32",004128,55,2011,3210,"[40, 40]","[60, 30]","[30, 60]","[50, 50]",left,"3,1",NULL
1354016192.212,"2012-11-27 11:36:39",004128,56,1011,1032,"[30, 60]","[50, 50]","[40, 40]","[60, 30]",left,"1,3",NULL
1354016199.395,"2012-11-27 11:37:02",004128,57,3073,2301,"[60, 30]","[0, 0]","[50, 50]","[30, 60]",left,"2,0",NULL
1354016222.783,"2012-11-27 11:37:16",004128,58,3112,2301,"[60, 30]","[0, 0]","[90, 90]","[30, 60]",left,"2,0",NULL
1354016236.722,"2012-11-27 11:37:25",004128,59,4011,1032,"[30, 60]","[50, 50]","[40, 40]","[60, 30]",left,"1,3",NULL
1354016245.295,"2012-11-27 11:38:26",004128,60,3041,2301,"[60, 30]","[40, 40]","[30, 30]","[30, 60]",right,"3,1",NULL
1354016306.968,"2012-11-27 11:38:47",004128,61,3134,2301,"[60, 30]","[40, 40]","[90, 90]","[30, 60]",left,"2,0",NULL
1354016327.99,"2012-11-27 11:38:56",004128,62,3011,2301,"[60, 30]","[40, 40]","[50, 50]","[30, 60]",right,"3,1",NULL
1354016336.313,"2012-11-27 11:39:28",004128,63,3053,2301,"[60, 30]","[20, 20]","[30, 30]","[30, 60]",right,"3,1",NULL
1354025391.253,"2012-11-27 14:11:02",005488,0,2053,3210,"[40, 40]","[60, 50]","[50, 60]","[30, 30]",up,"3,2",NULL
1354025462.704,"2012-11-27 14:11:12",005488,1,1112,3210,"[0, 0]","[20, 30]","[30, 20]","[50, 50]",down,"1,0",NULL
1354025472.91,"2012-11-27 14:11:23",005488,2,4021,1032,"[10, 60]","[50, 50]","[40, 40]","[60, 10]",down,"3,2",NULL
1354025483.666,"2012-11-27 14:11:30",005488,3,3112,2301,"[60, 30]","[0, 0]","[90, 90]","[30, 60]",down,"0,1",NULL
1354025490.949,"2012-11-27 14:11:41",005488,4,3021,1032,"[30, 60]","[50, 50]","[60, 60]","[60, 30]",down,"3,2",NULL
1354025501.83,"2012-11-27 14:11:48",005488,5,4112,2301,"[20, 70]","[40, 40]","[50, 50]","[70, 20]",down,"0,1",NULL
1354025508.295,"2012-11-27 14:11:53",005488,6,4092,0123,"[50, 50]","[50, 40]","[40, 50]","[40, 40]",up,"0,1",NULL
1354025513.611,"2012-11-27 14:12:00",005488,7,1041,0123,"[50, 50]","[30, 80]","[80, 30]","[40, 40]",down,"2,3",NULL
1354025520.876,"2012-11-27 14:12:07",005488,8,2092,0123,"[70, 70]","[50, 60]","[60, 50]","[40, 40]",up,"0,1",NULL
1354025527.517,"2012-11-27 14:12:18",005488,9,1063,3210,"[0, 0]","[80, 30]","[30, 80]","[50, 50]",down,"1,0",NULL
1354025538.964,"2012-11-27 14:13:32",005488,10,1011,1032,"[30, 60]","[50, 50]","[40, 40]","[60, 30]",down,"3,2",NULL
1354025613.077,"2012-11-27 14:13:37",005488,11,2112,2301,"[60, 70]","[40, 40]","[90, 90]","[70, 60]",down,"0,1",NULL
1354025617.484,"2012-11-27 14:13:43",005488,12,4102,3210,"[40, 40]","[40, 70]","[70, 40]","[50, 50]",down,"1,0",NULL
1354025623.9,"2012-11-27 14:13:50",005488,13,2021,1032,"[10, 60]","[50, 50]","[40, 40]","[60, 10]",down,"3,2",NULL
1354025630.465,"2012-11-27 14:13:56",005488,14,1092,0123,"[50, 50]","[30, 40]","[40, 30]","[20, 20]",up,"0,1",NULL
1354025636.814,"2012-11-27 14:14:05",005488,15,3164,1032,"[30, 60]","[70, 70]","[40, 40]","[60, 30]",up,"1,0",NULL
1354025645.396,"2012-11-27 14:14:12",005488,16,3083,2301,"[60, 30]","[20, 20]","[50, 50]","[30, 60]",up,"2,3",NULL
1354025652.552,"2012-11-27 14:14:19",005488,17,1031,2301,"[80, 30]","[60, 60]","[50, 50]","[30, 80]",up,"2,3",NULL
1354025659.375,"2012-11-27 14:14:22",005488,18,2102,0123,"[70, 70]","[70, 60]","[60, 70]","[40, 40]",up,"0,1",NULL
1354025663.066,"2012-11-27 14:14:26",005488,19,3041,2301,"[60, 30]","[40, 40]","[30, 30]","[30, 60]",up,"2,3",NULL
1354025666.911,"2012-11-27 14:15:21",005488,20,2031,2301,"[60, 10]","[40, 40]","[30, 30]","[10, 60]",up,"2,3",NULL
1354025721.235,"2012-11-27 14:15:28",005488,21,2063,3210,"[40, 40]","[60, 70]","[70, 60]","[30, 30]",down,"1,0",NULL
1354025728.397,"2012-11-27 14:15:34",005488,22,3092,3210,"[20, 20]","[60, 30]","[30, 60]","[70, 70]",down,"1,0",NULL
1354025734.737,"2012-11-27 14:15:39",005488,23,4144,3210,"[40, 40]","[20, 10]","[10, 20]","[50, 50]",up,"3,2",NULL
1354025739.636,"2012-11-27 14:15:46",005488,24,2011,3210,"[40, 40]","[60, 30]","[30, 60]","[50, 50]",up,"3,2",NULL
1354025746.202,"2012-11-27 14:15:50",005488,25,4041,0123,"[50, 50]","[30, 80]","[80, 30]","[40, 40]",down,"2,3",NULL
1354025750.526,"2012-11-27 14:15:56",005488,26,1154,2301,"[40, 30]","[60, 60]","[50, 50]","[30, 40]",up,"2,3",NULL
1354025756.851,"2012-11-27 14:16:02",005488,27,4053,3210,"[40, 40]","[80, 50]","[50, 80]","[50, 50]",up,"3,2",NULL
1354025762.233,"2012-11-27 14:16:06",005488,28,2073,2301,"[60, 70]","[40, 40]","[50, 50]","[70, 60]",down,"0,1",NULL
1354025766.348,"2012-11-27 14:16:10",005488,29,1021,0123,"[50, 50]","[30, 60]","[60, 30]","[60, 60]",down,"2,3",NULL
1354025770.573,"2012-11-27 14:17:06",005488,30,4122,1032,"[50, 20]","[50, 50]","[40, 40]","[20, 50]",up,"1,0",NULL
1354025826.905,"2012-11-27 14:17:11",005488,31,4164,0123,"[50, 50]","[30, 40]","[40, 30]","[40, 40]",up,"0,1",NULL
1354025831.937,"2012-11-27 14:17:17",005488,32,2041,0123,"[30, 30]","[30, 60]","[60, 30]","[40, 40]",down,"2,3",NULL
1354025837.12,"2012-11-27 14:17:21",005488,33,4083,0123,"[50, 50]","[50, 60]","[60, 50]","[40, 40]",down,"2,3",NULL
1354025841.993,"2012-11-27 14:17:25",005488,34,1134,2301,"[20, 30]","[40, 40]","[50, 50]","[30, 20]",down,"0,1",NULL
1354025845.951,"2012-11-27 14:17:32",005488,35,4031,1032,"[10, 80]","[50, 50]","[40, 40]","[80, 10]",down,"3,2",NULL
1354025852.89,"2012-11-27 14:17:37",005488,36,3154,3210,"[60, 60]","[60, 30]","[30, 60]","[70, 70]",up,"3,2",NULL
1354025857.607,"2012-11-27 14:17:42",005488,37,2134,3210,"[40, 40]","[60, 30]","[30, 60]","[90, 90]",up,"3,2",NULL
1354025863.07,"2012-11-27 14:17:47",005488,38,3011,0123,"[50, 50]","[30, 60]","[60, 30]","[40, 40]",down,"2,3",NULL
1354025867.189,"2012-11-27 14:17:50",005488,39,3031,1032,"[30, 60]","[30, 30]","[60, 60]","[60, 30]",down,"3,2",NULL
1354025870.763,"2012-11-27 14:19:48",005488,40,1144,2301,"[20, 30]","[60, 60]","[50, 50]","[30, 20]",down,"0,1",NULL
1354025988.708,"2012-11-27 14:19:53",005488,41,1053,1032,"[30, 80]","[50, 50]","[20, 20]","[80, 30]",up,"1,0",NULL
1354025993.366,"2012-11-27 14:19:57",005488,42,2083,0123,"[50, 50]","[50, 60]","[60, 50]","[40, 40]",down,"2,3",NULL
1354025997.499,"2012-11-27 14:20:03",005488,43,1102,2301,"[40, 30]","[0, 0]","[50, 50]","[30, 40]",down,"0,1",NULL
1354026003.297,"2012-11-27 14:20:07",005488,44,4154,0123,"[50, 50]","[10, 40]","[40, 10]","[40, 40]",down,"2,3",NULL
1354026007.814,"2012-11-27 14:20:11",005488,45,3134,3210,"[40, 40]","[60, 30]","[30, 60]","[90, 90]",up,"3,2",NULL
1354026011.754,"2012-11-27 14:20:16",005488,46,3053,0123,"[30, 30]","[30, 60]","[60, 30]","[20, 20]",up,"0,1",NULL
1354026016.904,"2012-11-27 14:20:20",005488,47,1073,3210,"[0, 0]","[60, 30]","[30, 60]","[50, 50]",down,"1,0",NULL
1354026020.395,"2012-11-27 14:20:24",005488,48,2164,0123,"[70, 70]","[30, 60]","[60, 30]","[40, 40]",down,"2,3",NULL
