"expt","sub","trial.no","rt"
"expt 1","015720",34,6182
"expt 1","015720",35,3177
"expt 1","015720",36,5236
"expt 1","015720",37,7361
"expt 1","015720",38,7942
"expt 1","015720",39,4422
"expt 1","015720",40,3592
"expt 1","015720",41,2928
"expt 1","015720",42,4405
"expt 1","015720",43,5086
"expt 1","015720",44,2462
"expt 1","015720",45,5136
"expt 1","015720",46,4837
"expt 1","015720",47,2912
"expt 1","015720",48,3890
"expt 1","015720",49,4837
"expt 1","015720",50,3193
"expt 1","015720",51,4090
"expt 1","015720",52,3841
"expt 1","015720",53,3326
"expt 1","015720",54,5252
"expt 1","015720",55,5784
"expt 1","015720",56,10050
"expt 1","015720",57,3376
"expt 1","015720",58,5585
"expt 1","015720",59,2530
"expt 1","015720",60,3608
"expt 1","015720",61,2712
"expt 1","015720",62,4505
"expt 1","015720",63,5452
"expt 1","016000",0,1583
"expt 1","016000",1,1583
"expt 1","016000",2,1301
"expt 1","016000",3,1351
"expt 1","016000",4,1268
"expt 1","016000",5,1351
"expt 1","016000",6,1334
"expt 1","016000",7,1301
"expt 1","016000",8,1384
"expt 1","016000",9,1317
"expt 1","016000",10,1268
"expt 1","016000",11,1650
"expt 1","016000",12,1450
"expt 1","016000",13,1184
"expt 1","016000",14,1732
"expt 1","016000",15,1284
"expt 1","016000",16,1450
"expt 1","016000",17,1533
"expt 1","016000",18,1733
"expt 1","016000",19,1417
"expt 1","016000",20,1301
"expt 1","016000",21,1317
"expt 1","016000",22,1351
"expt 1","016000",23,1168
"expt 1","016000",24,1534
"expt 1","016000",25,1467
"expt 1","016000",26,1384
"expt 1","016000",27,1550
"expt 1","016000",28,1184
"expt 1","016000",29,1483
"expt 1","016000",30,1450
"expt 1","016000",31,1583
"expt 1","016000",32,1500
"expt 1","016000",33,1202
"expt 1","016000",34,1168
"expt 1","016000",35,1268
"expt 1","016000",36,1334
"expt 1","016000",37,1434
"expt 1","016000",38,2032
"expt 1","016000",39,1517
"expt 1","016000",40,1617
"expt 1","016000",41,1616
"expt 1","016000",42,1716
"expt 1","016000",43,1567
"expt 1","016000",44,1732
"expt 1","016000",45,1550
"expt 1","016000",46,2015
"expt 1","016000",47,1699
"expt 1","016000",48,1816
"expt 1","016000",49,1517
"expt 1","016000",50,1699
"expt 1","016000",51,1600
"expt 1","016000",52,1749
"expt 1","016000",53,1616
"expt 1","016000",54,1915
"expt 1","016000",55,1932
"expt 1","016000",56,1683
"expt 1","016000",57,2032
"expt 1","016000",58,1998
"expt 1","016000",59,1898
"expt 1","016000",60,1417
"expt 1","016000",61,1750
"expt 1","016000",62,1384
"expt 1","016000",63,1451
"expt 1","017872",0,1566
"expt 1","017872",1,3127
"expt 1","017872",2,3957
"expt 1","017872",3,3924
"expt 1","017872",4,10831
"expt 1","017872",5,2911
"expt 1","017872",6,6713
"expt 1","017872",7,6663
"expt 1","017872",8,5717
"expt 1","017872",9,7560
"expt 1","017872",10,7510
"expt 1","017872",11,18302
"expt 1","017872",12,22170
"expt 1","017872",13,11827
"expt 1","017872",14,9586
"expt 1","017872",15,3874
"expt 1","017872",16,17571
"expt 1","017872",17,12374
"expt 1","017872",18,16890
"expt 1","017872",19,16592
"expt 1","017872",20,7594
"expt 1","017872",21,13022
"expt 1","017872",22,5733
"expt 1","017872",23,5933
"expt 1","017872",24,12740
"expt 1","017872",25,10167
"expt 1","017872",26,22469
"expt 1","017872",27,15246
"expt 1","017872",28,8107
"expt 1","017872",29,9718
"expt 1","017872",30,8523
"expt 1","017872",31,13554
"expt 1","017872",32,11378
"expt 1","017872",33,6829
"expt 1","017872",34,2181
"expt 1","017872",35,7012
"expt 1","017872",36,6315
"expt 1","017872",37,2413
"expt 1","017872",38,13022
"expt 1","017872",39,5684
"expt 1","017872",40,3774
"expt 1","017872",41,6846
"expt 1","017872",42,12922
"expt 1","017872",43,18385
"expt 1","017872",44,6348
"expt 1","017872",45,16824
"expt 1","017872",46,5567
"expt 1","017872",47,6331
"expt 1","017872",48,14234
"expt 1","017872",49,7278
"expt 1","017872",50,12026
"expt 1","017872",51,15811
"expt 1","017872",52,3592
"expt 1","017872",53,8124
"expt 1","017872",54,10549
"expt 1","017872",55,7161
"expt 1","017872",56,8357
"expt 1","017872",57,4787
"expt 1","017872",58,11329
"expt 1","017872",59,14550
"expt 1","017872",60,7959
"expt 1","017872",61,3044
"expt 1","017872",62,4522
"expt 1","017872",63,3559
"expt 1","018536",0,4273
"expt 1","018536",1,13720
"expt 1","018536",2,21207
"expt 1","018536",3,9519
"expt 1","018536",4,1998
"expt 1","018536",5,21705
"expt 1","018536",6,8772
"expt 1","018536",7,5037
"expt 1","018536",8,14699
"expt 1","018536",9,18302
"expt 1","018536",10,4887
"expt 1","018536",11,11976
"expt 1","018536",12,12956
"expt 1","018536",13,3509
"expt 1","018536",14,6846
"expt 1","018536",15,5584
"expt 1","018536",16,13039
"expt 1","018536",17,2845
"expt 1","018536",18,2131
"expt 1","018536",19,2613
"expt 1","018536",20,4489
"expt 1","018536",21,15214
"expt 1","018536",22,4588
"expt 1","018536",23,4007
"expt 1","018536",24,17471
"expt 1","018536",25,2762
"expt 1","018536",26,7793
"expt 1","018536",27,3111
"expt 1","018536",28,8589
"expt 1","018536",29,27616
"expt 1","018536",30,12723
"expt 1","018536",31,10033
"expt 1","018536",32,3858
"expt 1","018536",33,11080
"expt 1","018536",34,6265
"expt 1","018536",35,8208
"expt 1","018536",36,7294
"expt 1","018536",37,7991
"expt 1","018536",38,3443
"expt 1","018536",39,2248
"expt 1","018536",40,13802
"expt 1","018536",41,2497
"expt 1","018536",42,2081
"expt 1","018536",43,2048
"expt 1","018536",44,2015
"expt 1","018536",45,1981
"expt 1","018536",46,3243
"expt 1","018536",47,7311
"expt 1","018536",48,5734
"expt 1","018536",49,3426
"expt 1","018536",50,5253
"expt 1","018536",51,5634
"expt 1","018536",52,6116
"expt 1","018536",53,6697
"expt 1","018536",54,9536
"expt 1","018536",55,1981
"expt 1","018536",56,1832
"expt 1","018536",57,2081
"expt 1","018536",58,2131
"expt 1","018536",59,2048
"expt 1","018536",60,11628
"expt 1","018536",61,5751
"expt 1","018536",62,5169
"expt 1","018536",63,1981
"expt 1","019104",0,5419
"expt 1","019104",1,2479
"expt 1","019104",2,2828
"expt 1","019104",3,2497
"expt 1","019104",4,3410
"expt 1","019104",5,2978
"expt 1","019104",6,2563
"expt 1","019104",7,2413
"expt 1","019104",8,3559
"expt 1","019104",9,2796
"expt 1","019104",10,2463
"expt 1","019104",11,2529
"expt 1","019104",12,2280
"expt 1","019104",13,2878
"expt 1","019104",14,3559
"expt 1","019104",15,3891
"expt 1","019104",16,3658
"expt 1","019104",17,3724
"expt 1","019104",18,3642
"expt 1","019104",19,3840
"expt 1","019104",20,1931
"expt 1","019104",21,3044
"expt 1","019104",22,2530
"expt 1","019104",23,2231
"expt 1","019104",24,2015
"expt 1","019104",25,3526
"expt 1","019104",26,3741
"expt 1","019104",27,4073
"expt 1","019104",28,1932
"expt 1","019104",29,3459
"expt 1","019104",30,2164
"expt 1","019104",31,3393
"expt 1","019104",32,2181
"expt 1","019104",33,2065
"expt 1","019104",34,1881
"expt 1","019104",35,3427
"expt 1","019104",36,1948
"expt 1","019104",37,3260
"expt 1","019104",38,2646
"expt 1","019104",39,3176
"expt 1","019104",40,2613
"expt 1","019104",41,2895
"expt 1","019104",42,2861
"expt 1","019104",43,2612
"expt 1","019104",44,2994
"expt 1","019104",45,1998
"expt 1","019104",46,2696
"expt 1","019104",47,3675
"expt 1","019104",48,3658
"expt 1","019104",49,1848
"expt 1","019104",50,6730
"expt 1","019104",51,2313
"expt 1","019104",52,3443
"expt 1","019104",53,2164
"expt 1","019104",54,3244
"expt 1","019104",55,3526
"expt 1","019104",56,3941
"expt 1","019104",57,4471
"expt 1","019104",58,3509
"expt 1","019104",59,3459
"expt 1","019104",60,2114
"expt 1","019104",61,2197
"expt 1","019104",62,2977
"expt 1","019104",63,2098
"expt 1","020536",0,5335
"expt 1","020536",1,13786
"expt 1","020536",2,16358
"expt 1","020536",3,5833
"expt 1","020536",4,12474
"expt 1","020536",5,13703
"expt 1","020536",6,11959
"expt 1","020536",7,7211
"expt 1","020536",8,6431
"expt 1","020536",9,7277
"expt 1","020536",10,10316
"expt 1","020536",11,10432
"expt 1","020536",12,6697
"expt 1","020536",13,10598
"expt 1","020536",14,10465
"expt 1","020536",15,12109
"expt 1","020536",16,6182
"expt 1","020536",17,6896
"expt 1","020536",18,7759
"expt 1","020536",19,12142
"expt 1","020536",20,7261
"expt 1","020536",21,9851
"expt 1","020536",22,9868
"expt 1","020536",23,8108
"expt 1","020536",24,5285
"expt 1","020536",25,5552
"expt 1","020536",26,9353
"expt 1","020536",27,4522
"expt 1","020536",28,3774
"expt 1","020536",29,4688
"expt 1","020536",30,4223
"expt 1","020536",31,8141
"expt 1","020536",32,5385
"expt 1","020536",33,22785
"expt 1","020536",34,7393
"expt 1","020536",35,3708
"expt 1","020536",36,4953
"expt 1","020536",37,4953
"expt 1","020536",38,3625
"expt 1","020536",39,4173
"expt 1","020536",40,4373
"expt 1","020536",41,7327
"expt 1","020536",42,5468
"expt 1","020536",43,3442
"expt 1","020536",44,4190
"expt 1","020536",45,5634
"expt 1","020536",46,5103
"expt 1","020536",47,6315
"expt 1","020536",48,10963
"expt 1","020536",49,4356
"expt 1","020536",50,4372
"expt 1","020536",51,3559
"expt 1","020536",52,3210
"expt 1","020536",53,3193
"expt 1","020536",54,3609
"expt 1","020536",55,4107
"expt 1","020536",56,3427
"expt 1","020536",57,3858
"expt 1","020536",58,3641
"expt 1","020536",59,5269
"expt 1","020536",60,3608
"expt 1","020536",61,3543
"expt 1","020536",62,8158
"expt 1","020536",63,8158
"expt 1","021872",0,6348
"expt 1","021872",1,2562
"expt 1","021872",2,2945
"expt 1","021872",3,3692
"expt 1","021872",4,2928
"expt 1","021872",5,2645
"expt 1","021872",6,3376
"expt 1","021872",7,2247
"expt 1","021872",8,2264
"expt 1","021872",9,2082
"expt 1","021872",10,2347
"expt 1","021872",11,2247
"expt 1","021872",12,1865
"expt 1","021872",13,1832
"expt 1","021872",14,2081
"expt 1","021872",15,2945
"expt 1","021872",16,2032
"expt 1","021872",17,1982
"expt 1","021872",18,2048
"expt 1","021872",19,3409
"expt 1","021872",20,1882
"expt 1","021872",21,2015
"expt 1","021872",22,1915
"expt 1","021872",23,1783
"expt 1","021872",24,2446
"expt 1","021872",25,1882
"expt 1","021872",26,1965
"expt 1","021872",27,1633
"expt 1","021872",28,1633
"expt 1","021872",29,1998
"expt 1","021872",30,1749
"expt 1","021872",31,2147
"expt 1","021872",32,1948
"expt 1","021872",33,2364
"expt 1","021872",34,3259
"expt 1","021872",35,1832
"expt 1","021872",36,1998
"expt 1","021872",37,1849
"expt 1","021872",38,2314
"expt 1","021872",39,1832
"expt 1","021872",40,1865
"expt 1","021872",41,1782
"expt 1","021872",42,1899
"expt 1","021872",43,2845
"expt 1","021872",44,2728
"expt 1","021872",45,1932
"expt 1","021872",46,2180
"expt 1","021872",47,2429
"expt 1","021872",48,2064
"expt 1","021872",49,2214
"expt 1","021872",50,1849
"expt 1","021872",51,1849
"expt 1","021872",52,2114
"expt 1","021872",53,1600
"expt 1","021872",54,2098
"expt 1","021872",55,1848
"expt 1","021872",56,1533
"expt 1","021872",57,1766
"expt 1","021872",58,2032
"expt 1","021872",59,2031
"expt 1","021872",60,2430
"expt 1","021872",61,1832
"expt 1","021872",62,2596
"expt 1","021872",63,2413
"expt 1","022384",0,3127
"expt 1","022384",1,3243
"expt 1","022384",2,2164
"expt 1","022384",3,2711
"expt 1","022384",4,3227
"expt 1","022384",5,4090
"expt 1","022384",6,4921
"expt 1","022384",7,3625
"expt 1","022384",8,3410
"expt 1","022384",9,3592
"expt 1","022384",10,2629
"expt 1","022384",11,3675
"expt 1","022384",12,4389
"expt 1","022384",13,2978
"expt 1","022384",14,2247
"expt 1","022384",15,3476
"expt 1","022384",16,3127
"expt 1","022384",17,3841
"expt 1","022384",18,4422
"expt 1","022384",19,1932
"expt 1","022384",20,2131
"expt 1","022384",21,5534
"expt 1","022384",22,3393
"expt 1","022384",23,2862
"expt 1","022384",24,2231
"expt 1","022384",25,1948
"expt 1","022384",26,2330
"expt 1","022384",27,2463
"expt 1","022384",28,3907
"expt 1","022384",29,1948
"expt 1","022384",30,2280
"expt 1","022384",31,3940
"expt 1","022384",32,3459
"expt 1","022384",33,4090
"expt 1","022384",34,2430
"expt 1","022384",35,2612
"expt 1","022384",36,1899
"expt 1","022384",37,2396
"expt 1","022384",38,3194
"expt 1","022384",39,2247
"expt 1","022384",40,2330
"expt 1","022384",41,2728
"expt 1","022384",42,2762
"expt 1","022384",43,3675
"expt 1","022384",44,4074
"expt 1","022384",45,2330
"expt 1","022384",46,2114
"expt 1","022384",47,2066
"expt 1","022384",48,1915
"expt 1","022384",49,2945
"expt 1","022384",50,2197
"expt 1","022384",51,2497
"expt 1","022384",52,2479
"expt 1","022384",53,1965
"expt 1","022384",54,2065
"expt 1","022384",55,2131
"expt 1","022384",56,2529
"expt 1","022384",57,1915
"expt 1","022384",58,2347
"expt 1","022384",59,3294
"expt 1","022384",60,1849
"expt 1","022384",61,2513
"expt 1","022384",62,2015
"expt 1","022384",63,1666
"expt 1","023256",0,6514
"expt 1","023256",1,10781
"expt 1","023256",2,12890
"expt 1","023256",3,9005
"expt 1","023256",4,13205
"expt 1","023256",5,3078
"expt 1","023256",6,2463
"expt 1","023256",7,2463
"expt 1","023256",8,9453
"expt 1","023256",9,4904
"expt 1","023256",10,3692
"expt 1","023256",11,7825
"expt 1","023256",12,6315
"expt 1","023256",13,8473
"expt 1","023256",14,4755
"expt 1","023256",15,8108
"expt 1","023256",16,13288
"expt 1","023256",17,2911
"expt 1","023256",18,2081
"expt 1","023256",19,2695
"expt 1","023256",20,2330
"expt 1","023256",21,4588
"expt 1","023256",22,7809
"expt 1","023256",23,13720
"expt 1","023256",24,4953
"expt 1","023256",25,4190
"expt 1","023256",26,4854
"expt 1","023256",27,7842
"expt 1","023256",28,5219
"expt 1","023256",29,3741
"expt 1","023256",30,3409
"expt 1","023256",31,2629
"expt 1","023256",32,4007
"expt 1","023256",33,7078
"expt 1","023256",34,7062
"expt 1","023256",35,7361
"expt 1","023256",36,3542
"expt 1","023256",37,3409
"expt 1","023256",38,2812
"expt 1","023256",39,1915
"expt 1","023256",40,2944
"expt 1","023256",41,7012
"expt 1","023256",42,5667
"expt 1","023256",43,7510
"expt 1","023256",44,5469
"expt 1","023256",45,6298
"expt 1","023256",46,2696
"expt 1","023256",47,2812
"expt 1","023256",48,5302
"expt 1","023256",49,4206
"expt 1","023256",50,2712
"expt 1","023256",51,3293
"expt 1","023256",52,5501
"expt 1","023256",53,3576
"expt 1","023256",54,10184
"expt 1","023256",55,8307
"expt 1","023256",56,14400
"expt 1","023256",57,2762
"expt 1","023256",58,2231
"expt 1","023256",59,3161
"expt 1","023256",60,2330
"expt 1","023256",61,2695
"expt 1","023256",62,1865
"expt 1","023256",63,2546
"expt 1","024640",0,99805
"expt 1","024640",1,36680
"expt 1","024640",2,32679
"expt 1","024640",3,55707
"expt 1","024640",4,16708
"expt 1","024640",5,14052
"expt 1","024640",6,7328
"expt 1","024640",7,42343
"expt 1","024640",8,41844
"expt 1","024640",9,7809
"expt 1","024640",10,30205
"expt 1","024640",11,6116
"expt 1","024640",12,23100
"expt 1","024640",13,25690
"expt 1","024640",14,14234
"expt 1","024640",15,3692
"expt 1","024640",16,3957
"expt 1","024640",17,12541
"expt 1","024640",18,15961
"expt 1","024640",19,28562
"expt 1","024640",20,12873
"expt 1","024640",21,8390
"expt 1","024640",22,3492
"expt 1","024640",23,2961
"expt 1","024640",24,14981
"expt 1","024640",25,13288
"expt 1","024640",26,14533
"expt 1","024640",27,30306
"expt 1","024640",28,5917
"expt 1","024640",29,4971
"expt 1","024640",30,24362
"expt 1","024640",31,12308
"expt 1","024640",32,27351
"expt 1","024640",33,4854
"expt 1","024640",34,5235
"expt 1","024640",35,21323
"expt 1","024640",36,47373
"expt 1","024640",37,8904
"expt 1","024640",38,12624
"expt 1","024640",39,24661
"expt 1","024640",40,11893
"expt 1","024640",41,20643
"expt 1","024640",42,9536
"expt 1","024640",43,17754
"expt 1","024640",44,5800
"expt 1","024640",45,2729
"expt 1","024640",46,12607
"expt 1","024640",47,28280
"expt 1","024640",48,15845
"expt 1","024640",49,21307
"expt 1","024640",50,13371
"expt 1","024640",51,4289
"expt 1","024640",52,4439
"expt 1","024640",53,27251
"expt 1","024640",54,5883
"expt 1","024640",55,3327
"expt 1","024640",56,5816
"expt 1","024640",57,14533
"expt 1","024640",58,5485
"expt 1","024640",59,11926
"expt 1","024640",60,11993
"expt 1","024640",61,4605
"expt 1","024640",62,5668
"expt 1","024640",63,15895
"expt 1","025488",0,4837
"expt 1","025488",1,3010
"expt 1","025488",2,14981
"expt 1","025488",3,9967
"expt 1","025488",4,7294
"expt 1","025488",5,3923
"expt 1","025488",6,9104
"expt 1","025488",7,5285
"expt 1","025488",8,3691
"expt 1","025488",9,3409
"expt 1","025488",10,9187
"expt 1","025488",11,6729
"expt 1","025488",12,2430
"expt 1","025488",13,2695
"expt 1","025488",14,9187
"expt 1","025488",15,6763
"expt 1","025488",16,4074
"expt 1","025488",17,7427
"expt 1","025488",18,10681
"expt 1","025488",19,4156
"expt 1","025488",20,2645
"expt 1","025488",21,7609
"expt 1","025488",22,5833
"expt 1","025488",23,8473
"expt 1","025488",24,4903
"expt 1","025488",25,7161
"expt 1","025488",26,4372
"expt 1","025488",27,2862
"expt 1","025488",28,3775
"expt 1","025488",29,11329
"expt 1","025488",30,2745
"expt 1","025488",31,2912
"expt 1","025488",32,2430
"expt 1","025488",33,4306
"expt 1","025488",34,7211
"expt 1","025488",35,4289
"expt 1","025488",36,5518
"expt 1","025488",37,2131
"expt 1","025488",38,7859
"expt 1","025488",39,7627
"expt 1","025488",40,4671
"expt 1","025488",41,4222
"expt 1","025488",42,2463
"expt 1","025488",43,4040
"expt 1","025488",44,2945
"expt 1","025488",45,6497
"expt 1","025488",46,3658
"expt 1","025488",47,3326
"expt 1","025488",48,2546
"expt 1","025488",49,2396
"expt 1","025488",50,2180
"expt 1","025488",51,3592
"expt 1","025488",52,3442
"expt 1","025488",53,17770
"expt 1","025488",54,2978
"expt 1","025488",55,9536
"expt 1","025488",56,5451
"expt 1","025488",57,7792
"expt 1","025488",58,7277
"expt 1","025488",59,3559
"expt 1","025488",60,7742
"expt 1","025488",61,8506
"expt 1","025488",62,7692
"expt 1","025488",63,7211
"expt 1","026000",0,76943
"expt 1","026000",1,32563
"expt 1","026000",2,9154
"expt 1","026000",3,55027
"expt 1","026000",4,20394
"expt 1","026000",5,8573
"expt 1","026000",6,58581
"expt 1","026000",7,36482
"expt 1","026000",8,20859
"expt 1","026000",9,10399
"expt 1","026000",10,24744
"expt 1","026000",11,5087
"expt 1","026000",12,10317
"expt 1","026000",13,10399
"expt 1","026000",14,35303
"expt 1","026000",15,5003
"expt 1","026000",16,4571
"expt 1","026000",17,12823
"expt 1","026000",18,12873
"expt 1","026000",19,7361
"expt 1","026000",20,8972
"expt 1","026000",21,5831
"expt 1","026000",22,4621
"expt 1","026000",23,23880
"expt 1","026000",24,11545
"expt 1","026000",25,14218
"expt 1","026000",26,17654
"expt 1","026000",27,23150
"expt 1","026000",28,12341
"expt 1","026000",29,5236
"expt 1","026000",30,7693
"expt 1","026000",31,5102
"expt 1","026000",32,5784
"expt 1","026000",33,5268
"expt 1","026000",34,10631
"expt 1","026000",35,20592
"expt 1","026000",36,8473
"expt 1","026000",37,9137
"expt 1","026000",38,8158
"expt 1","026000",39,10531
"expt 1","026000",40,8706
"expt 1","026000",41,5368
"expt 1","026000",42,3708
"expt 1","026000",43,7909
"expt 1","026000",44,20725
"expt 1","026000",45,4588
"expt 1","026000",46,4655
"expt 1","026000",47,11993
"expt 1","026000",48,6365
"expt 1","026000",49,4373
"expt 1","026000",50,5585
"expt 1","026000",51,3891
"expt 1","026000",52,4173
"expt 1","026000",53,10184
"expt 1","026000",54,9635
"expt 1","026000",55,8141
"expt 1","026000",56,14550
"expt 1","026000",57,16093
"expt 1","026000",58,10615
"expt 1","026000",59,13653
"expt 1","026000",60,4904
"expt 1","026000",61,6863
"expt 1","026000",62,7859
"expt 1","026000",63,6696
"expt 1","027720",0,5551
"expt 1","027720",1,6266
"expt 1","027720",2,7826
"expt 1","027720",3,14334
"expt 1","027720",4,5917
"expt 1","027720",5,10498
"expt 1","027720",6,4820
"expt 1","027720",7,10168
"expt 1","027720",8,7759
"expt 1","027720",9,5669
"expt 1","027720",10,8075
"expt 1","027720",11,5202
"expt 1","027720",12,4721
"expt 1","027720",13,10967
"expt 1","027720",14,10432
"expt 1","027720",15,4356
"expt 1","027720",16,6017
"expt 1","027720",17,2928
"expt 1","027720",18,10399
"expt 1","027720",19,2797
"expt 1","027720",20,7593
"expt 1","027720",21,5071
"expt 1","027720",22,7926
"expt 1","027720",23,6481
"expt 1","027720",24,2264
"expt 1","027720",25,3692
"expt 1","027720",26,2314
"expt 1","027720",27,3959
"expt 1","027720",28,7858
"expt 1","027720",29,7510
"expt 1","027720",30,5369
"expt 1","027720",31,4341
"expt 1","027720",32,2164
"expt 1","027720",33,8307
"expt 1","027720",34,7711
"expt 1","027720",35,3459
"expt 1","027720",36,6136
"expt 1","027720",37,5800
"expt 1","027720",38,3377
"expt 1","027720",39,5519
"expt 1","027720",40,3326
"expt 1","027720",41,3261
"expt 1","027720",42,6251
"expt 1","027720",43,3127
"expt 1","027720",44,9041
"expt 1","027720",45,10349
"expt 1","027720",46,4223
"expt 1","027720",47,5734
"expt 1","027720",48,4489
"expt 1","027720",49,7613
"expt 1","027720",50,3741
"expt 1","027720",51,4671
"expt 1","027720",52,2746
"expt 1","027720",53,3427
"expt 1","027720",54,4290
"expt 1","027720",55,10019
"expt 1","027720",56,9554
"expt 1","027720",57,6767
"expt 1","027720",58,4671
"expt 1","027720",59,6168
"expt 1","027720",60,7161
"expt 1","027720",61,2812
"expt 1","027720",62,3078
"expt 1","027720",63,3145
"expt 1","028512",0,3294
"expt 1","028512",1,3293
"expt 1","028512",2,2729
"expt 1","028512",3,2961
"expt 1","028512",4,3924
"expt 1","028512",5,2065
"expt 1","028512",6,3359
"expt 1","028512",7,3210
"expt 1","028512",8,2181
"expt 1","028512",9,2214
"expt 1","028512",10,2761
"expt 1","028512",11,3193
"expt 1","028512",12,2264
"expt 1","028512",13,2148
"expt 1","028512",14,1932
"expt 1","028512",15,1965
"expt 1","028512",16,2198
"expt 1","028512",17,1798
"expt 1","028512",18,1948
"expt 1","028512",19,2148
"expt 1","028512",20,2048
"expt 1","028512",21,1948
"expt 1","028512",22,2712
"expt 1","028512",23,2098
"expt 1","028512",24,1766
"expt 1","028512",25,2463
"expt 1","028512",26,2114
"expt 1","028512",27,2098
"expt 1","028512",28,2164
"expt 1","028512",29,2031
"expt 1","028512",30,1799
"expt 1","028512",31,2596
"expt 1","028512",32,2978
"expt 1","028512",33,2596
"expt 1","028512",34,2347
"expt 1","028512",35,3443
"expt 1","028512",36,2314
"expt 1","028512",37,2447
"expt 1","028512",38,4355
"expt 1","028512",39,1948
"expt 1","028512",40,4571
"expt 1","028512",41,1733
"expt 1","028512",42,2147
"expt 1","028512",43,2280
"expt 1","028512",44,2214
"expt 1","028512",45,2331
"expt 1","028512",46,2496
"expt 1","028512",47,2529
"expt 1","028512",48,2746
"expt 1","028512",49,2098
"expt 1","028512",50,2613
"expt 1","028512",51,2646
"expt 1","028512",52,2463
"expt 1","028512",53,2214
"expt 1","028512",54,2247
"expt 1","028512",55,4140
"expt 1","028512",56,1998
"expt 1","028512",57,6464
"expt 1","028512",58,2081
"expt 1","028512",59,2098
"expt 1","028512",60,2380
"expt 1","028512",61,2645
"expt 1","028512",62,3177
"expt 1","028512",63,2380
"expt 1","029976",0,2297
"expt 1","029976",1,2330
"expt 1","029976",2,2463
"expt 1","029976",3,3276
"expt 1","029976",4,2629
"expt 1","029976",5,4771
"expt 1","029976",6,3775
"expt 1","029976",7,2895
"expt 1","029976",8,3858
"expt 1","029976",9,5352
"expt 1","029976",10,3708
"expt 1","029976",11,4157
"expt 1","029976",12,3177
"expt 1","029976",13,2978
"expt 1","029976",14,4837
"expt 1","029976",15,3509
"expt 1","029976",16,5468
"expt 1","029976",17,5868
"expt 1","029976",18,6448
"expt 1","029976",19,4837
"expt 1","029976",20,4057
"expt 1","029976",21,4704
"expt 1","029976",22,5020
"expt 1","029976",23,4456
"expt 1","029976",24,6165
"expt 1","029976",25,6782
"expt 1","029976",26,4357
"expt 1","029976",27,5269
"expt 1","029976",28,2313
"expt 1","029976",29,2546
"expt 1","029976",30,2497
"expt 1","029976",31,2297
"expt 1","029976",32,2165
"expt 1","029976",33,1931
"expt 1","029976",34,2713
"expt 1","029976",35,4306
"expt 1","029976",36,3694
"expt 1","029976",37,3642
"expt 1","029976",38,5933
"expt 1","029976",39,4987
"expt 1","029976",40,4439
"expt 1","029976",41,2198
"expt 1","029976",42,6913
"expt 1","029976",43,2313
"expt 1","029976",44,2912
"expt 1","029976",45,2679
"expt 1","029976",46,7908
"expt 1","029976",47,3163
"expt 1","029976",48,2214
"expt 1","029976",49,2131
"expt 1","029976",50,2297
"expt 1","029976",51,3907
"expt 1","029976",52,5651
"expt 1","029976",53,4239
"expt 1","029976",54,4720
"expt 1","029976",55,7892
"expt 1","029976",56,4854
"expt 1","029976",57,7462
"expt 1","029976",58,5834
"expt 1","029976",59,4539
"expt 1","029976",60,3808
"expt 1","029976",61,2396
"expt 1","029976",62,4439
"expt 1","029976",63,4107
"expt 1","030384",0,2380
"expt 1","030384",1,2363
"expt 1","030384",2,2963
"expt 1","030384",3,2745
"expt 1","030384",4,2746
"expt 1","030384",5,3144
"expt 1","030384",6,3343
"expt 1","030384",7,2929
"expt 1","030384",8,3609
"expt 1","030384",9,2895
"expt 1","030384",10,2546
"expt 1","030384",11,2662
"expt 1","030384",12,3476
"expt 1","030384",13,3542
"expt 1","030384",14,3393
"expt 1","030384",15,3874
"expt 1","030384",16,3774
"expt 1","030384",17,4704
"expt 1","030384",18,2712
"expt 1","030384",19,3260
"expt 1","030384",20,2098
"expt 1","030384",21,2978
"expt 1","030384",22,2579
"expt 1","030384",23,2363
"expt 1","030384",24,2513
"expt 1","030384",25,2945
"expt 1","030384",26,2447
"expt 1","030384",27,2662
"expt 1","030384",28,2878
"expt 1","030384",29,3094
"expt 1","030384",30,2596
"expt 1","030384",31,2879
"expt 1","030384",32,2912
"expt 1","030384",33,2994
"expt 1","030384",34,3177
"expt 1","030384",35,2928
"expt 1","030384",36,3725
"expt 1","030384",37,3394
"expt 1","030384",38,3193
"expt 1","030384",39,3078
"expt 1","030384",40,3277
"expt 1","030384",41,2430
"expt 1","030384",42,2828
"expt 1","030384",43,3293
"expt 1","030384",44,3475
"expt 1","030384",45,3376
"expt 1","030384",46,3924
"expt 1","030384",47,4324
"expt 1","030384",48,3409
"expt 1","030384",49,3990
"expt 1","030384",50,2463
"expt 1","030384",51,3144
"expt 1","030384",52,3608
"expt 1","030384",53,3675
"expt 1","030384",54,3061
"expt 1","030384",55,3194
"expt 1","030384",56,4024
"expt 1","030384",57,4024
"expt 1","030384",58,3758
"expt 1","030384",59,2629
"expt 1","030384",60,2828
"expt 1","030384",61,2729
"expt 1","030384",62,3393
"expt 1","030384",63,3310
"expt 1","031744",0,8125
"expt 1","031744",1,5934
"expt 1","031744",2,5285
"expt 1","031744",3,10316
"expt 1","031744",4,7560
"expt 1","031744",5,8092
"expt 1","031744",6,4920
"expt 1","031744",7,6298
